Diplomas and Completion,,,,,,,,,,,,,
3/28/24,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,Level,Division,Subgroup,Cohort,Dropout Count,Dropout Rate,Advanced Diplomas,Standard Count,Other Diplomas Count,GED ISAEP,Standard and Other Diplomas Count,GED Other Non-Graduation Count,Other Non-Graduation Count
2020,DIV,Halifax County Public Schools,Female,161,5,3.1,65,79,6,0,6,6,85
2020,DIV,Halifax County Public Schools,Hispanic,11,1,9.1,2,5,1,0,2,2,6
2020,DIV,Halifax County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Halifax County Public Schools,Male,195,13,6.7,48,110,11,1,12,13,121
2020,DIV,Halifax County Public Schools,Multiple Races,<,<,<,<,<,<,<,<,<,<
2020,DIV,Halifax County Public Schools,Students with Disabilities,51,6,11.8,0,28,17,0,0,0,45
2020,DIV,Halifax County Public Schools,White,188,9,4.8,79,86,5,1,8,9,91
2020,DIV,Hampton City Public Schools,All Students,1466,5,0.3,553,806,61,11,30,41,867
2020,DIV,Hampton City Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hampton City Public Schools,Asian,34,0,0,25,7,2,0,0,0,9
2020,DIV,Hampton City Public Schools,Black,943,4,0.4,317,553,42,7,20,27,595
2020,DIV,Hampton City Public Schools,Economically Disadvantaged,863,0,0,240,553,41,7,22,29,594
2020,DIV,Hampton City Public Schools,English Learners,19,1,5.3,3,14,1,0,0,0,15
2020,DIV,Hampton City Public Schools,Female,718,1,0.1,335,348,21,2,11,13,369
2020,DIV,Hampton City Public Schools,Hispanic,79,1,1.3,40,35,2,1,0,1,37
2020,DIV,Hampton City Public Schools,Homeless,23,0,0,3,16,3,0,1,1,19
2020,DIV,Hampton City Public Schools,Male,748,4,0.5,218,458,40,9,19,28,498
2020,DIV,Hampton City Public Schools,Military Connected,56,0,0,27,28,1,0,0,0,29
2020,DIV,Hampton City Public Schools,Multiple Races,84,0,0,35,43,4,0,2,2,47
2020,DIV,Hampton City Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hampton City Public Schools,Students with Disabilities,207,2,1,5,139,61,0,0,0,200
2020,DIV,Hampton City Public Schools,White,319,0,0,135,162,11,3,8,11,173
2020,DIV,Hanover County Public Schools,All Students,1471,39,2.7,988,396,19,12,17,29,415
2020,DIV,Hanover County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hanover County Public Schools,Asian,27,1,3.7,20,5,0,0,1,1,5
2020,DIV,Hanover County Public Schools,Black,130,5,3.8,73,44,6,0,2,2,50
2020,DIV,Hanover County Public Schools,Economically Disadvantaged,362,26,7.2,151,160,9,6,10,16,169
2020,DIV,Hanover County Public Schools,English Learners,28,9,32.1,4,13,0,0,2,2,13
2020,DIV,Hanover County Public Schools,Female,710,14,2,526,157,7,3,3,6,164
2020,DIV,Hanover County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2020,DIV,Hanover County Public Schools,Hispanic,84,10,11.9,42,30,0,0,2,2,30
2020,DIV,Hanover County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,Hanover County Public Schools,Male,761,25,3.3,462,239,12,9,14,23,251
2020,DIV,Hanover County Public Schools,Military Connected,19,0,0,11,8,0,0,0,0,8
2020,DIV,Hanover County Public Schools,Multiple Races,49,3,6.1,25,20,1,0,0,0,21
2020,DIV,Hanover County Public Schools,Native Hawaiian,<,<,<,<,<,<,<,<,<,<
2020,DIV,Hanover County Public Schools,Students with Disabilities,197,24,12.2,27,117,19,5,5,10,136
2020,DIV,Hanover County Public Schools,White,1176,19,1.6,825,296,12,12,12,24,308
2020,DIV,Harrisonburg City Public Schools,All Students,441,41,9.3,240,144,6,5,5,10,150
2020,DIV,Harrisonburg City Public Schools,Asian,14,1,7.1,12,1,0,0,0,0,1
2020,DIV,Harrisonburg City Public Schools,Black,50,3,6,24,23,0,0,0,0,23
2020,DIV,Harrisonburg City Public Schools,Economically Disadvantaged,295,30,10.2,136,114,6,4,5,9,120
2020,DIV,Harrisonburg City Public Schools,English Learners,152,31,20.4,49,70,1,1,0,1,71
2020,DIV,Harrisonburg City Public Schools,Female,233,16,6.9,138,71,3,2,3,5,74
2020,DIV,Harrisonburg City Public Schools,Hispanic,227,30,13.2,105,87,2,1,2,3,89
2020,DIV,Harrisonburg City Public Schools,Male,208,25,12,102,73,3,3,2,5,76
2020,DIV,Harrisonburg City Public Schools,Migrant,<,0,0,<,<,<,<,<,<,<
2020,DIV,Harrisonburg City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Harrisonburg City Public Schools,Multiple Races,13,0,0,11,1,1,0,0,0,2
2020,DIV,Harrisonburg City Public Schools,Students with Disabilities,32,2,6.3,9,14,6,1,0,1,20
2020,DIV,Harrisonburg City Public Schools,White,137,7,5.1,88,32,3,4,3,7,35
2020,DIV,Henrico County Public Schools,All Students,4007,268,6.7,2159,1381,88,32,79,111,1469
2020,DIV,Henrico County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henrico County Public Schools,Asian,394,6,1.5,323,60,2,0,3,3,62
2020,DIV,Henrico County Public Schools,Black,1440,107,7.4,520,717,44,13,39,52,761
2020,DIV,Henrico County Public Schools,Economically Disadvantaged,1637,167,10.2,505,825,61,19,60,79,886
2020,DIV,Henrico County Public Schools,English Learners,268,95,35.4,36,127,5,1,3,5,132
2020,DIV,Henrico County Public Schools,Female,1942,80,4.1,1182,605,26,15,34,49,631
2020,DIV,Henrico County Public Schools,Foster Care,28,9,32.1,1,15,0,2,1,3,15
2020,DIV,Henrico County Public Schools,Hispanic,379,93,24.5,123,145,5,1,12,13,150
2020,DIV,Henrico County Public Schools,Homeless,47,8,17,11,25,1,0,2,2,26
2020,DIV,Henrico County Public Schools,Male,2065,188,9.1,977,776,62,17,45,62,838
2020,DIV,Henrico County Public Schools,Military Connected,38,0,0,20,16,2,0,0,0,18
2020,DIV,Henrico County Public Schools,Multiple Races,196,4,2,101,77,8,2,4,6,85
2020,DIV,Henrico County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henrico County Public Schools,Students with Disabilities,492,71,14.4,47,273,88,12,0,13,361
2020,DIV,Henrico County Public Schools,White,1587,58,3.7,1087,376,29,16,21,37,405
2020,DIV,Henry County Public Schools,All Students,544,15,2.8,190,285,21,14,19,33,306
2020,DIV,Henry County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henry County Public Schools,Black,121,1,0.8,30,79,5,2,4,6,84
2020,DIV,Henry County Public Schools,Economically Disadvantaged,276,8,2.9,65,164,14,8,17,25,178
2020,DIV,Henry County Public Schools,English Learners,20,5,25,4,8,1,2,0,2,9
2020,DIV,Henry County Public Schools,Female,253,8,3.2,119,113,3,2,8,10,116
2020,DIV,Henry County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henry County Public Schools,Hispanic,68,5,7.4,28,30,1,3,1,4,31
2020,DIV,Henry County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henry County Public Schools,Male,291,7,2.4,71,172,18,12,11,23,190
2020,DIV,Henry County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Henry County Public Schools,Multiple Races,29,0,0,9,17,1,1,1,2,18
2020,DIV,Henry County Public Schools,Students with Disabilities,54,3,5.6,2,27,21,1,0,1,48
2020,DIV,Henry County Public Schools,White,325,9,2.8,122,159,14,8,13,21,173
2020,DIV,Highland County Public Schools,All Students,22,2,9.1,8,11,0,0,1,1,11
2020,DIV,Highland County Public Schools,Economically Disadvantaged,13,2,15.4,4,6,0,0,1,1,6
2020,DIV,Highland County Public Schools,Female,11,0,0,6,5,0,0,0,0,5
2020,DIV,Highland County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,Highland County Public Schools,Male,11,2,18.2,2,6,0,0,1,1,6
2020,DIV,Highland County Public Schools,Students with Disabilities,<,<,<,<,<,<,<,<,<,<
2020,DIV,Highland County Public Schools,White,21,2,9.5,7,11,0,0,1,1,11
2020,DIV,Hopewell City Public Schools,All Students,311,23,7.4,92,162,10,0,24,24,172
2020,DIV,Hopewell City Public Schools,American Indian,<,<,<,<,<,<,<,<,<,<
2020,DIV,Hopewell City Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hopewell City Public Schools,Black,189,10,5.3,55,107,7,0,10,10,114
2020,DIV,Hopewell City Public Schools,Economically Disadvantaged,288,17,5.9,90,148,10,0,23,23,158
2020,DIV,Hopewell City Public Schools,English Learners,20,4,20,6,7,1,0,2,2,8
2020,DIV,Hopewell City Public Schools,Female,146,5,3.4,54,74,4,0,9,9,78
2020,DIV,Hopewell City Public Schools,Hispanic,32,3,9.4,10,16,1,0,2,2,17
2020,DIV,Hopewell City Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,Hopewell City Public Schools,Male,165,18,10.9,38,88,6,0,15,15,94
2020,DIV,Hopewell City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hopewell City Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,Hopewell City Public Schools,Students with Disabilities,50,8,16,1,26,10,0,5,5,36
2020,DIV,Hopewell City Public Schools,White,82,9,11,22,37,2,0,12,12,39
2020,DIV,Isle of Wight County Public Schools,All Students,485,7,1.4,254,200,9,8,7,15,209
2020,DIV,Isle of Wight County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Isle of Wight County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Isle of Wight County Public Schools,Black,129,3,2.3,50,69,4,0,3,3,73
2020,DIV,Isle of Wight County Public Schools,Economically Disadvantaged,167,3,1.8,48,99,7,6,4,10,106
2020,DIV,Isle of Wight County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2020,DIV,Isle of Wight County Public Schools,Female,242,3,1.2,136,92,3,4,4,8,95
2020,DIV,Isle of Wight County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Isle of Wight County Public Schools,Hispanic,29,2,6.9,11,14,1,0,1,1,15
2020,DIV,Isle of Wight County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Isle of Wight County Public Schools,Male,243,4,1.6,118,108,6,4,3,7,114
2020,DIV,Isle of Wight County Public Schools,Military Connected,13,0,0,9,3,1,0,0,0,4
2020,DIV,Isle of Wight County Public Schools,Multiple Races,23,0,0,12,8,0,2,1,3,8
2020,DIV,Isle of Wight County Public Schools,Students with Disabilities,57,1,1.8,4,41,9,2,0,2,50
2020,DIV,Isle of Wight County Public Schools,White,298,2,0.7,176,108,4,6,2,8,112
2020,DIV,King George County Public Schools,All Students,325,18,5.5,168,123,10,2,4,6,133
2020,DIV,King George County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Black,51,2,3.9,14,29,6,0,0,0,35
2020,DIV,King George County Public Schools,Economically Disadvantaged,94,9,9.6,26,51,5,1,2,3,56
2020,DIV,King George County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Female,154,5,3.2,88,54,3,2,2,4,57
2020,DIV,King George County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Hispanic,23,2,8.7,15,6,0,0,0,0,6
2020,DIV,King George County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Male,171,13,7.6,80,69,7,0,2,2,76
2020,DIV,King George County Public Schools,Military Connected,24,1,4.2,17,6,0,0,0,0,6
2020,DIV,King George County Public Schools,Multiple Races,31,1,3.2,15,12,1,1,1,2,13
2020,DIV,King George County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2020,DIV,King George County Public Schools,Students with Disabilities,41,3,7.3,0,28,10,0,0,0,38
2020,DIV,King George County Public Schools,White,213,13,6.1,120,74,2,1,3,4,76
2020,DIV,King William County Public Schools,All Students,187,9,4.8,68,97,4,1,8,9,101
2020,DIV,King William County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Black,32,3,9.4,4,22,2,0,1,1,24
2020,DIV,King William County Public Schools,Economically Disadvantaged,69,5,7.2,11,44,4,1,4,5,48
2020,DIV,King William County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Female,85,3,3.5,44,32,1,1,4,5,33
2020,DIV,King William County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Male,102,6,5.9,24,65,3,0,4,4,68
2020,DIV,King William County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,King William County Public Schools,Students with Disabilities,23,5,21.7,0,14,4,0,0,0,18
2020,DIV,King William County Public Schools,White,137,6,4.4,56,67,2,0,6,6,69
2020,DIV,King and Queen County Public Schools,All Students,32,2,6.3,9,19,1,0,1,1,20
2020,DIV,King and Queen County Public Schools,Black,12,1,8.3,2,7,1,0,1,1,8
2020,DIV,King and Queen County Public Schools,Economically Disadvantaged,15,2,13.3,1,10,1,0,1,1,11
2020,DIV,King and Queen County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,Female,18,1,5.6,6,9,1,0,1,1,10
2020,DIV,King and Queen County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,Male,14,1,7.1,3,10,0,0,0,0,10
2020,DIV,King and Queen County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,Students with Disabilities,<,0,0,<,<,<,<,<,<,<
2020,DIV,King and Queen County Public Schools,White,12,1,8.3,3,8,0,0,0,0,8
2020,DIV,Lancaster County Public Schools,All Students,94,7,7.4,41,40,3,0,3,3,43
2020,DIV,Lancaster County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lancaster County Public Schools,Black,45,4,8.9,9,28,3,0,1,1,31
2020,DIV,Lancaster County Public Schools,Economically Disadvantaged,68,7,10.3,19,36,3,0,3,3,39
2020,DIV,Lancaster County Public Schools,Female,50,1,2,30,18,0,0,1,1,18
2020,DIV,Lancaster County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lancaster County Public Schools,Male,44,6,13.6,11,22,3,0,2,2,25
2020,DIV,Lancaster County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lancaster County Public Schools,Students with Disabilities,13,1,7.7,1,8,3,0,0,0,11
2020,DIV,Lancaster County Public Schools,White,43,3,7,28,10,0,0,2,2,10
2020,DIV,Lee County Public Schools,All Students,228,4,1.8,69,120,12,4,19,23,132
2020,DIV,Lee County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Economically Disadvantaged,126,4,3.2,23,69,9,4,17,21,78
2020,DIV,Lee County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Female,117,2,1.7,39,60,5,2,9,11,65
2020,DIV,Lee County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Male,111,2,1.8,30,60,7,2,10,12,67
2020,DIV,Lee County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lee County Public Schools,Students with Disabilities,28,1,3.6,0,13,12,1,1,2,25
2020,DIV,Lee County Public Schools,White,221,4,1.8,66,117,11,4,19,23,128
2020,DIV,Loudoun County Public Schools,All Students,6498,91,1.4,4867,1402,74,23,41,64,1476
2020,DIV,Loudoun County Public Schools,American Indian,16,0,0,9,4,2,0,1,1,6
2020,DIV,Loudoun County Public Schools,Asian,1306,4,0.3,1145,142,10,0,5,5,152
2020,DIV,Loudoun County Public Schools,Black,444,5,1.1,266,160,10,0,3,3,170
2020,DIV,Loudoun County Public Schools,Economically Disadvantaged,1404,66,4.7,654,611,35,8,30,38,646
2020,DIV,Loudoun County Public Schools,English Learners,535,61,11.4,141,302,14,4,13,17,316
2020,DIV,Loudoun County Public Schools,Female,3284,26,0.8,2632,576,21,9,20,29,597
2020,DIV,Loudoun County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Loudoun County Public Schools,Hispanic,1112,72,6.5,557,438,13,9,23,32,451
2020,DIV,Loudoun County Public Schools,Homeless,108,24,22.2,24,51,2,2,5,7,53
2020,DIV,Loudoun County Public Schools,Male,3211,65,2,2233,825,53,14,21,35,878
2020,DIV,Loudoun County Public Schools,Military Connected,90,0,0,72,18,0,0,0,0,18
2020,DIV,Loudoun County Public Schools,Multiple Races,334,1,0.3,267,60,2,2,2,4,62
2020,DIV,Loudoun County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Loudoun County Public Schools,Students with Disabilities,719,17,2.4,225,391,74,7,3,12,465
2020,DIV,Loudoun County Public Schools,White,3279,9,0.3,2617,598,37,11,7,18,635
2020,DIV,Louisa County Public Schools,All Students,355,15,4.2,189,128,15,7,1,8,143
2020,DIV,Louisa County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Louisa County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Louisa County Public Schools,Black,61,0,0,27,29,4,1,0,1,33
2020,DIV,Louisa County Public Schools,Economically Disadvantaged,154,10,6.5,54,71,12,6,1,7,83
2020,DIV,Louisa County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2020,DIV,Louisa County Public Schools,Female,182,6,3.3,120,44,7,4,1,5,51
2020,DIV,Louisa County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2020,DIV,Louisa County Public Schools,Hispanic,19,2,10.5,10,6,1,0,0,0,7
2020,DIV,Louisa County Public Schools,Male,173,9,5.2,69,84,8,3,0,3,92
2020,DIV,Louisa County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Louisa County Public Schools,Multiple Races,27,1,3.7,13,11,1,1,0,1,12
2020,DIV,Louisa County Public Schools,Students with Disabilities,73,7,9.6,9,42,15,0,0,0,57
2020,DIV,Louisa County Public Schools,White,244,12,4.9,136,81,9,5,1,6,90
2020,DIV,Lunenburg County Public Schools,All Students,106,6,5.7,42,50,5,2,1,3,55
2020,DIV,Lunenburg County Public Schools,Black,30,2,6.7,7,19,1,0,1,1,20
2020,DIV,Lunenburg County Public Schools,Economically Disadvantaged,52,3,5.8,10,33,5,1,0,1,38
2020,DIV,Lunenburg County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lunenburg County Public Schools,Female,58,0,0,29,24,2,2,1,3,26
2020,DIV,Lunenburg County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lunenburg County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lunenburg County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,Lunenburg County Public Schools,Male,48,6,12.5,13,26,3,0,0,0,29
2020,DIV,Lunenburg County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lunenburg County Public Schools,Multiple Races,10,0,0,5,4,1,0,0,0,5
2020,DIV,Lunenburg County Public Schools,Students with Disabilities,13,1,7.7,0,7,5,0,0,0,12
2020,DIV,Lunenburg County Public Schools,White,57,4,7,26,23,2,2,0,2,25
2020,DIV,Lynchburg City Public Schools,All Students,597,45,7.5,256,241,15,17,23,40,256
2020,DIV,Lynchburg City Public Schools,American Indian,<,<,<,<,<,<,<,<,<,<
2020,DIV,Lynchburg City Public Schools,Asian,15,0,0,13,2,0,0,0,0,2
2020,DIV,Lynchburg City Public Schools,Black,298,23,7.7,89,149,11,8,18,26,160
2020,DIV,Lynchburg City Public Schools,Economically Disadvantaged,275,18,6.5,78,144,7,10,18,28,151
2020,DIV,Lynchburg City Public Schools,English Learners,18,8,44.4,4,5,1,0,0,0,6
2020,DIV,Lynchburg City Public Schools,Female,310,19,6.1,141,126,9,6,9,15,135
2020,DIV,Lynchburg City Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2020,DIV,Lynchburg City Public Schools,Hispanic,37,8,21.6,14,13,1,0,1,1,14
2020,DIV,Lynchburg City Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,Lynchburg City Public Schools,Male,287,26,9.1,115,115,6,11,14,25,121
2020,DIV,Lynchburg City Public Schools,Military Connected,<,<,<,<,<,<,<,<,<,<
2020,DIV,Lynchburg City Public Schools,Multiple Races,42,4,9.5,14,20,1,1,2,3,21
2020,DIV,Lynchburg City Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Lynchburg City Public Schools,Students with Disabilities,64,12,18.8,0,34,15,1,2,3,49
2020,DIV,Lynchburg City Public Schools,White,198,9,4.5,122,55,2,8,2,10,57
2020,DIV,Madison County Public Schools,All Students,115,1,0.9,64,47,1,0,2,2,48
2020,DIV,Madison County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Economically Disadvantaged,43,1,2.3,14,26,0,0,2,2,26
2020,DIV,Madison County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Female,57,1,1.8,35,20,0,0,1,1,20
2020,DIV,Madison County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Male,58,0,0,29,27,1,0,1,1,28
2020,DIV,Madison County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,Madison County Public Schools,Students with Disabilities,11,1,9.1,0,9,1,0,0,0,10
2020,DIV,Madison County Public Schools,White,96,1,1,60,32,1,0,2,2,33
2020,DIV,Manassas City Public Schools,All Students,549,55,10,206,239,3,3,43,46,242
2020,DIV,Manassas City Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas City Public Schools,Asian,16,0,0,7,9,0,0,0,0,9
2020,DIV,Manassas City Public Schools,Black,53,1,1.9,19,28,1,0,4,4,29
2020,DIV,Manassas City Public Schools,Economically Disadvantaged,275,23,8.4,86,137,1,1,27,28,138
2020,DIV,Manassas City Public Schools,English Learners,148,41,27.7,16,78,2,0,11,11,80
2020,DIV,Manassas City Public Schools,Female,251,12,4.8,125,100,0,0,14,14,100
2020,DIV,Manassas City Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2020,DIV,Manassas City Public Schools,Hispanic,360,47,13.1,110,165,2,2,34,36,167
2020,DIV,Manassas City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas City Public Schools,Male,298,43,14.4,81,139,3,3,29,32,142
2020,DIV,Manassas City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas City Public Schools,Multiple Races,37,3,8.1,16,14,0,0,4,4,14
2020,DIV,Manassas City Public Schools,Students with Disabilities,73,6,8.2,7,53,3,0,4,4,56
2020,DIV,Manassas City Public Schools,White,80,4,5,54,20,0,1,1,2,20
2020,DIV,Manassas Park City Public Schools,All Students,265,24,9.1,139,94,5,1,2,3,99
2020,DIV,Manassas Park City Public Schools,Asian,22,0,0,19,3,0,0,0,0,3
2020,DIV,Manassas Park City Public Schools,Black,17,0,0,12,5,0,0,0,0,5
2020,DIV,Manassas Park City Public Schools,Economically Disadvantaged,149,10,6.7,67,65,5,1,1,2,70
2020,DIV,Manassas Park City Public Schools,English Learners,86,21,24.4,17,45,2,0,0,1,47
2020,DIV,Manassas Park City Public Schools,Female,126,5,4,81,39,0,0,1,1,39
2020,DIV,Manassas Park City Public Schools,Hispanic,170,23,13.5,67,74,3,1,2,3,77
2020,DIV,Manassas Park City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas Park City Public Schools,Male,139,19,13.7,58,55,5,1,1,2,60
2020,DIV,Manassas Park City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas Park City Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2020,DIV,Manassas Park City Public Schools,Students with Disabilities,30,1,3.3,5,18,5,0,0,1,23
2020,DIV,Manassas Park City Public Schools,White,51,1,2,37,11,2,0,0,0,13
2020,DIV,Martinsville City Public Schools,All Students,147,6,4.1,61,78,0,1,1,2,78
2020,DIV,Martinsville City Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Martinsville City Public Schools,Black,80,4,5,27,48,0,0,1,1,48
2020,DIV,Martinsville City Public Schools,Economically Disadvantaged,90,4,4.4,31,53,0,1,1,2,53
2020,DIV,Martinsville City Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2020,DIV,Martinsville City Public Schools,Female,66,1,1.5,34,30,0,0,1,1,30
2020,DIV,Martinsville City Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2020,DIV,Martinsville City Public Schools,Hispanic,23,0,0,9,14,0,0,0,0,14
2020,DIV,Martinsville City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Martinsville City Public Schools,Male,81,5,6.2,27,48,0,1,0,1,48
2020,DIV,Martinsville City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2020,DIV,Martinsville City Public Schools,Multiple Races,10,0,0,5,5,0,0,0,0,5
2020,DIV,Martinsville City Public Schools,Students with Disabilities,14,1,7.1,3,10,0,0,0,0,10
2020,DIV,Martinsville City Public Schools,White,32,2,6.3,18,11,0,1,0,1,11
2020,DIV,Mathews County Public Schools,All Students,67,5,7.5,31,27,1,2,1,3,28
2020,DIV,Mathews County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Black,<,<,<,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Economically Disadvantaged,36,4,11.1,12,17,1,1,1,2,18
2020,DIV,Mathews County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Female,33,0,0,20,12,1,0,0,0,13
2020,DIV,Mathews County Public Schools,Hispanic,<,<,<,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Male,34,5,14.7,11,15,0,2,1,3,15
2020,DIV,Mathews County Public Schools,Military Connected,<,<,<,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Multiple Races,<,<,<,<,<,<,<,<,<,<
2020,DIV,Mathews County Public Schools,Students with Disabilities,<,<,<,<,<,<,<,<,<,<
