Diplomas and Completion,,,,,,,,,,,,,
3/20/24,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,Level,Division,Subgroup,Cohort,Dropout Count,Dropout Rate,Advanced Diplomas,Standard Count,Other Diplomas Count,GED ISAEP,Standard and Other Diplomas Count,GED Other Non-Graduation Count,Other Non-Graduation Count
2022,DIV,Charlottesville City Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlottesville City Public Schools,Hispanic,35,4,11.4,16,14,0,0,1,1,14
2022,DIV,Charlottesville City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlottesville City Public Schools,Male,139,10,7.2,70,56,1,0,2,2,57
2022,DIV,Charlottesville City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlottesville City Public Schools,Multiple Races,25,3,12,13,7,1,1,0,1,8
2022,DIV,Charlottesville City Public Schools,Students with Disabilities,38,4,10.5,9,21,4,0,0,0,25
2022,DIV,Charlottesville City Public Schools,White,127,2,1.6,105,18,0,1,1,2,18
2022,DIV,Chesapeake City Public Schools,All Students,3294,124,3.8,1831,1107,99,42,91,133,1206
2022,DIV,Chesapeake City Public Schools,American Indian,<,<,<,<,<,<,<,<,<,<
2022,DIV,Chesapeake City Public Schools,Asian,102,0,0,85,14,2,0,1,1,16
2022,DIV,Chesapeake City Public Schools,Black,1051,39,3.7,481,413,52,12,54,66,465
2022,DIV,Chesapeake City Public Schools,Economically Disadvantaged,1179,52,4.4,448,529,67,25,58,83,596
2022,DIV,Chesapeake City Public Schools,English Learners,74,12,16.2,16,34,6,1,5,6,40
2022,DIV,Chesapeake City Public Schools,Female,1672,48,2.9,1037,501,36,17,33,50,537
2022,DIV,Chesapeake City Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Chesapeake City Public Schools,Hispanic,369,33,8.9,173,130,15,5,13,18,145
2022,DIV,Chesapeake City Public Schools,Homeless,24,3,12.5,5,10,5,0,1,1,15
2022,DIV,Chesapeake City Public Schools,Male,1612,76,4.7,790,600,63,25,58,83,663
2022,DIV,Chesapeake City Public Schools,Military Connected,514,6,1.2,350,143,5,1,9,10,148
2022,DIV,Chesapeake City Public Schools,Multiple Races,289,8,2.8,174,95,3,3,6,9,98
2022,DIV,Chesapeake City Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Chesapeake City Public Schools,Students with Disabilities,549,36,6.6,86,308,99,6,13,20,407
2022,DIV,Chesapeake City Public Schools,White,1470,43,2.9,912,450,27,22,16,38,477
2022,DIV,Chesterfield County Public Schools,All Students,5071,346,6.8,2843,1699,62,43,78,121,1761
2022,DIV,Chesterfield County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Chesterfield County Public Schools,Asian,176,2,1.1,140,33,1,0,0,0,34
2022,DIV,Chesterfield County Public Schools,Black,1392,81,5.8,651,591,30,13,26,39,621
2022,DIV,Chesterfield County Public Schools,Economically Disadvantaged,1859,218,11.7,667,876,29,27,42,69,905
2022,DIV,Chesterfield County Public Schools,English Learners,660,136,20.6,218,287,3,3,12,16,290
2022,DIV,Chesterfield County Public Schools,Female,2497,124,5,1599,714,20,11,29,40,734
2022,DIV,Chesterfield County Public Schools,Foster Care,19,7,36.8,2,7,1,0,2,2,8
2022,DIV,Chesterfield County Public Schools,Hispanic,945,158,16.7,340,409,7,9,22,31,416
2022,DIV,Chesterfield County Public Schools,Homeless,65,13,20,12,33,1,2,4,6,34
2022,DIV,Chesterfield County Public Schools,Male,2574,222,8.6,1244,985,42,32,49,81,1027
2022,DIV,Chesterfield County Public Schools,Military Connected,64,0,0,45,17,1,0,1,1,18
2022,DIV,Chesterfield County Public Schools,Multiple Races,215,19,8.8,107,77,4,5,3,8,81
2022,DIV,Chesterfield County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Chesterfield County Public Schools,Students with Disabilities,492,34,6.9,74,320,62,1,0,2,382
2022,DIV,Chesterfield County Public Schools,White,2329,86,3.7,1597,583,20,16,27,43,603
2022,DIV,Clarke County Public Schools,All Students,146,1,0.7,101,41,3,0,0,0,44
2022,DIV,Clarke County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Economically Disadvantaged,44,1,2.3,25,17,1,0,0,0,18
2022,DIV,Clarke County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Female,71,1,1.4,55,15,0,0,0,0,15
2022,DIV,Clarke County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Hispanic,23,1,4.3,15,7,0,0,0,0,7
2022,DIV,Clarke County Public Schools,Male,75,0,0,46,26,3,0,0,0,29
2022,DIV,Clarke County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Clarke County Public Schools,Students with Disabilities,13,0,0,5,5,3,0,0,0,8
2022,DIV,Clarke County Public Schools,White,111,0,0,77,32,2,0,0,0,34
2022,DIV,Colonial Beach Public Schools,All Students,34,2,5.9,11,16,1,0,4,4,17
2022,DIV,Colonial Beach Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Black,<,<,<,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Economically Disadvantaged,16,1,6.3,4,8,0,0,3,3,8
2022,DIV,Colonial Beach Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Female,15,1,6.7,9,5,0,0,0,0,5
2022,DIV,Colonial Beach Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Male,19,1,5.3,2,11,1,0,4,4,12
2022,DIV,Colonial Beach Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,Students with Disabilities,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Beach Public Schools,White,21,1,4.8,9,8,1,0,2,2,9
2022,DIV,Colonial Heights City Public Schools,All Students,236,16,6.8,117,87,6,3,7,10,93
2022,DIV,Colonial Heights City Public Schools,Asian,<,<,<,<,<,<,<,<,<,<
2022,DIV,Colonial Heights City Public Schools,Black,52,4,7.7,24,20,1,1,2,3,21
2022,DIV,Colonial Heights City Public Schools,Economically Disadvantaged,106,9,8.5,41,46,3,1,6,7,49
2022,DIV,Colonial Heights City Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Colonial Heights City Public Schools,Female,111,2,1.8,59,44,3,0,3,3,47
2022,DIV,Colonial Heights City Public Schools,Hispanic,23,4,17.4,13,5,0,0,1,1,5
2022,DIV,Colonial Heights City Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Colonial Heights City Public Schools,Male,125,14,11.2,58,43,3,3,4,7,46
2022,DIV,Colonial Heights City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Heights City Public Schools,Multiple Races,14,2,14.3,3,9,0,0,0,0,9
2022,DIV,Colonial Heights City Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Colonial Heights City Public Schools,Students with Disabilities,33,7,21.2,2,17,6,0,1,1,23
2022,DIV,Colonial Heights City Public Schools,White,137,5,3.6,72,49,5,2,4,6,54
2022,DIV,Craig County Public Schools,All Students,43,3,7,6,31,2,1,0,1,33
2022,DIV,Craig County Public Schools,Economically Disadvantaged,20,3,15,1,14,1,1,0,1,15
2022,DIV,Craig County Public Schools,Female,20,1,5,4,15,0,0,0,0,15
2022,DIV,Craig County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Craig County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Craig County Public Schools,Male,23,2,8.7,2,16,2,1,0,1,18
2022,DIV,Craig County Public Schools,Students with Disabilities,<,0,0,<,<,<,<,<,<,<
2022,DIV,Craig County Public Schools,White,43,3,7,6,31,2,1,0,1,33
2022,DIV,Culpeper County Public Schools,All Students,670,71,10.6,249,321,12,4,13,17,333
2022,DIV,Culpeper County Public Schools,American Indian,<,<,<,<,<,<,<,<,<,<
2022,DIV,Culpeper County Public Schools,Asian,12,0,0,9,3,0,0,0,0,3
2022,DIV,Culpeper County Public Schools,Black,84,0,0,29,47,4,1,3,4,51
2022,DIV,Culpeper County Public Schools,Economically Disadvantaged,301,42,14,68,173,7,2,9,11,180
2022,DIV,Culpeper County Public Schools,English Learners,86,45,52.3,4,36,1,0,0,0,37
2022,DIV,Culpeper County Public Schools,Female,338,24,7.1,160,142,6,0,6,6,148
2022,DIV,Culpeper County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Culpeper County Public Schools,Hispanic,199,52,26.1,47,95,2,1,2,3,97
2022,DIV,Culpeper County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Culpeper County Public Schools,Male,332,47,14.2,89,179,6,4,7,11,185
2022,DIV,Culpeper County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Culpeper County Public Schools,Multiple Races,45,3,6.7,17,20,1,0,4,4,21
2022,DIV,Culpeper County Public Schools,Students with Disabilities,57,7,12.3,6,31,12,1,0,1,43
2022,DIV,Culpeper County Public Schools,White,323,15,4.6,145,153,4,2,4,6,157
2022,DIV,Cumberland County Public Schools,All Students,97,4,4.1,47,34,6,5,1,6,40
2022,DIV,Cumberland County Public Schools,Black,29,0,0,13,14,2,0,0,0,16
2022,DIV,Cumberland County Public Schools,Economically Disadvantaged,48,1,2.1,19,22,2,3,1,4,24
2022,DIV,Cumberland County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Cumberland County Public Schools,Female,45,2,4.4,28,11,2,2,0,2,13
2022,DIV,Cumberland County Public Schools,Hispanic,<,<,<,<,<,<,<,<,<,<
2022,DIV,Cumberland County Public Schools,Male,52,2,3.8,19,23,4,3,1,4,27
2022,DIV,Cumberland County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Cumberland County Public Schools,Students with Disabilities,13,1,7.7,0,5,6,0,1,1,11
2022,DIV,Cumberland County Public Schools,White,60,3,5,32,15,4,5,1,6,19
2022,DIV,Danville City Public Schools,All Students,393,67,17,109,162,17,6,32,38,179
2022,DIV,Danville City Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Danville City Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Danville City Public Schools,Black,257,47,18.3,52,113,14,4,27,31,127
2022,DIV,Danville City Public Schools,Economically Disadvantaged,295,63,21.4,58,128,14,6,26,32,142
2022,DIV,Danville City Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Danville City Public Schools,Female,195,30,15.4,66,79,4,2,14,16,83
2022,DIV,Danville City Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Danville City Public Schools,Hispanic,37,5,13.5,15,16,0,0,1,1,16
2022,DIV,Danville City Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Danville City Public Schools,Male,198,37,18.7,43,83,13,4,18,22,96
2022,DIV,Danville City Public Schools,Multiple Races,13,2,15.4,4,7,0,0,0,0,7
2022,DIV,Danville City Public Schools,Students with Disabilities,60,20,33.3,1,21,17,0,1,1,38
2022,DIV,Danville City Public Schools,White,80,13,16.3,34,25,3,2,3,5,28
2022,DIV,Department of Juvenile Justice,All Students,22,5,22.7,0,5,0,12,0,12,5
2022,DIV,Department of Juvenile Justice,Black,16,4,25,0,5,0,7,0,7,5
2022,DIV,Department of Juvenile Justice,Economically Disadvantaged,21,5,23.8,0,5,0,11,0,11,5
2022,DIV,Department of Juvenile Justice,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Department of Juvenile Justice,Female,<,<,<,<,<,<,<,<,<,<
2022,DIV,Department of Juvenile Justice,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Department of Juvenile Justice,Male,21,4,19,0,5,0,12,0,12,5
2022,DIV,Department of Juvenile Justice,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Department of Juvenile Justice,Students with Disabilities,<,0,0,<,<,<,<,<,<,<
2022,DIV,Department of Juvenile Justice,White,<,<,<,<,<,<,<,<,<,<
2022,DIV,Dickenson County Public Schools,All Students,160,14,8.8,34,100,10,0,2,2,110
2022,DIV,Dickenson County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dickenson County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dickenson County Public Schools,Economically Disadvantaged,86,9,10.5,10,60,6,0,1,1,66
2022,DIV,Dickenson County Public Schools,Female,72,6,8.3,19,45,2,0,0,0,47
2022,DIV,Dickenson County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dickenson County Public Schools,Male,88,8,9.1,15,55,8,0,2,2,63
2022,DIV,Dickenson County Public Schools,Students with Disabilities,31,6,19.4,2,13,10,0,0,0,23
2022,DIV,Dickenson County Public Schools,White,158,14,8.9,33,99,10,0,2,2,109
2022,DIV,Dinwiddie County Public Schools,All Students,299,13,4.3,95,170,6,8,7,15,176
2022,DIV,Dinwiddie County Public Schools,American Indian,<,<,<,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Black,101,5,5,24,63,2,3,4,7,65
2022,DIV,Dinwiddie County Public Schools,Economically Disadvantaged,140,8,5.7,27,90,2,7,6,13,92
2022,DIV,Dinwiddie County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Female,144,4,2.8,60,70,2,4,4,8,72
2022,DIV,Dinwiddie County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Hispanic,22,0,0,8,12,0,2,0,2,12
2022,DIV,Dinwiddie County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Male,155,9,5.8,35,100,4,4,3,7,104
2022,DIV,Dinwiddie County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Multiple Races,12,0,0,5,7,0,0,0,0,7
2022,DIV,Dinwiddie County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Dinwiddie County Public Schools,Students with Disabilities,30,3,10,1,18,6,2,0,2,24
2022,DIV,Dinwiddie County Public Schools,White,159,7,4.4,55,87,4,3,3,6,91
2022,DIV,Essex County Public Schools,All Students,105,1,1,42,54,7,1,0,1,61
2022,DIV,Essex County Public Schools,Black,53,1,1.9,21,29,2,0,0,0,31
2022,DIV,Essex County Public Schools,Economically Disadvantaged,80,1,1.3,28,45,5,1,0,1,50
2022,DIV,Essex County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Essex County Public Schools,Female,47,1,2.1,26,17,3,0,0,0,20
2022,DIV,Essex County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Essex County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Essex County Public Schools,Male,58,0,0,16,37,4,1,0,1,41
2022,DIV,Essex County Public Schools,Multiple Races,12,0,0,6,5,1,0,0,0,6
2022,DIV,Essex County Public Schools,Students with Disabilities,12,0,0,0,5,7,0,0,0,12
2022,DIV,Essex County Public Schools,White,31,0,0,11,17,2,1,0,1,19
2022,DIV,Fairfax County Public Schools,All Students,14913,813,5.5,9293,4392,241,32,142,174,4633
2022,DIV,Fairfax County Public Schools,American Indian,25,2,8,11,12,0,0,0,0,12
2022,DIV,Fairfax County Public Schools,Asian,3108,34,1.1,2519,486,52,5,12,17,538
2022,DIV,Fairfax County Public Schools,Black,1498,37,2.5,790,624,36,2,9,11,660
2022,DIV,Fairfax County Public Schools,Economically Disadvantaged,4338,345,8,1786,2033,87,9,78,87,2120
2022,DIV,Fairfax County Public Schools,English Learners,2412,670,27.8,373,1165,125,7,60,79,1290
2022,DIV,Fairfax County Public Schools,Female,7047,284,4,4770,1838,74,16,65,81,1912
2022,DIV,Fairfax County Public Schools,Foster Care,20,5,25,2,13,0,0,0,0,13
2022,DIV,Fairfax County Public Schools,Hispanic,4100,693,16.9,1505,1736,64,10,92,102,1800
2022,DIV,Fairfax County Public Schools,Homeless,144,41,28.5,14,82,1,0,6,6,83
2022,DIV,Fairfax County Public Schools,Male,7823,528,6.7,4495,2541,167,16,76,92,2708
2022,DIV,Fairfax County Public Schools,Military Connected,849,8,0.9,581,246,10,2,2,4,256
2022,DIV,Fairfax County Public Schools,Multiple Races,820,5,0.6,596,196,15,3,5,8,211
2022,DIV,Fairfax County Public Schools,Native Hawaiian,20,1,5,12,7,0,0,0,0,7
2022,DIV,Fairfax County Public Schools,Students with Disabilities,1852,74,4,362,1153,241,8,8,22,1394
2022,DIV,Fairfax County Public Schools,White,5342,41,0.8,3860,1331,74,12,24,36,1405
2022,DIV,Falls Church City Public Schools,All Students,200,2,1,150,47,0,0,1,1,47
2022,DIV,Falls Church City Public Schools,Asian,13,0,0,12,1,0,0,0,0,1
2022,DIV,Falls Church City Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Falls Church City Public Schools,Economically Disadvantaged,22,0,0,7,15,0,0,0,0,15
2022,DIV,Falls Church City Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Falls Church City Public Schools,Female,94,1,1.1,78,15,0,0,0,0,15
2022,DIV,Falls Church City Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Falls Church City Public Schools,Hispanic,30,1,3.3,17,12,0,0,0,0,12
2022,DIV,Falls Church City Public Schools,Male,104,1,1,71,31,0,0,1,1,31
2022,DIV,Falls Church City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Falls Church City Public Schools,Multiple Races,20,0,0,18,2,0,0,0,0,2
2022,DIV,Falls Church City Public Schools,Students with Disabilities,34,1,2.9,9,24,0,0,0,0,24
2022,DIV,Falls Church City Public Schools,White,132,1,0.8,99,31,0,0,1,1,31
2022,DIV,Fauquier County Public Schools,All Students,970,20,2.1,491,423,20,3,13,16,443
2022,DIV,Fauquier County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fauquier County Public Schools,Asian,24,0,0,20,3,0,0,1,1,3
2022,DIV,Fauquier County Public Schools,Black,68,2,2.9,22,39,5,0,0,0,44
2022,DIV,Fauquier County Public Schools,Economically Disadvantaged,256,8,3.1,102,139,5,0,2,2,144
2022,DIV,Fauquier County Public Schools,English Learners,50,9,18,17,24,0,0,0,0,24
2022,DIV,Fauquier County Public Schools,Female,480,9,1.9,264,193,5,1,8,9,198
2022,DIV,Fauquier County Public Schools,Hispanic,206,12,5.8,107,81,2,1,3,4,83
2022,DIV,Fauquier County Public Schools,Homeless,15,1,6.7,4,9,0,0,1,1,9
2022,DIV,Fauquier County Public Schools,Male,490,11,2.2,227,230,15,2,5,7,245
2022,DIV,Fauquier County Public Schools,Military Connected,14,0,0,8,6,0,0,0,0,6
2022,DIV,Fauquier County Public Schools,Multiple Races,48,1,2.1,23,19,2,2,1,3,21
2022,DIV,Fauquier County Public Schools,Students with Disabilities,121,4,3.3,14,83,20,0,0,0,103
2022,DIV,Fauquier County Public Schools,White,623,5,0.8,318,281,11,0,8,8,292
2022,DIV,Floyd County Public Schools,All Students,143,8,5.6,44,91,0,0,0,0,91
2022,DIV,Floyd County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Economically Disadvantaged,57,2,3.5,13,42,0,0,0,0,42
2022,DIV,Floyd County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Female,61,3,4.9,26,32,0,0,0,0,32
2022,DIV,Floyd County Public Schools,Hispanic,11,3,27.3,5,3,0,0,0,0,3
2022,DIV,Floyd County Public Schools,Male,82,5,6.1,18,59,0,0,0,0,59
2022,DIV,Floyd County Public Schools,Migrant,<,<,<,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Multiple Races,<,<,<,<,<,<,<,<,<,<
2022,DIV,Floyd County Public Schools,Students with Disabilities,18,2,11.1,0,16,0,0,0,0,16
2022,DIV,Floyd County Public Schools,White,122,4,3.3,35,83,0,0,0,0,83
2022,DIV,Fluvanna County Public Schools,All Students,302,6,2,126,153,6,0,11,11,159
2022,DIV,Fluvanna County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fluvanna County Public Schools,Black,41,1,2.4,15,22,2,0,1,1,24
2022,DIV,Fluvanna County Public Schools,Economically Disadvantaged,108,6,5.6,26,65,3,0,8,8,68
2022,DIV,Fluvanna County Public Schools,English Learners,10,0,0,4,6,0,0,0,0,6
2022,DIV,Fluvanna County Public Schools,Female,136,1,0.7,73,56,0,0,6,6,56
2022,DIV,Fluvanna County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fluvanna County Public Schools,Hispanic,28,0,0,11,15,1,0,1,1,16
2022,DIV,Fluvanna County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fluvanna County Public Schools,Male,166,5,3,53,97,6,0,5,5,103
2022,DIV,Fluvanna County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fluvanna County Public Schools,Multiple Races,15,1,6.7,5,8,0,0,1,1,8
2022,DIV,Fluvanna County Public Schools,Students with Disabilities,37,4,10.8,1,24,6,0,1,2,30
2022,DIV,Fluvanna County Public Schools,White,217,4,1.8,94,108,3,0,8,8,111
2022,DIV,Franklin City Public Schools,All Students,81,4,4.9,43,24,6,1,3,4,30
2022,DIV,Franklin City Public Schools,Black,67,3,4.5,34,21,5,1,3,4,26
2022,DIV,Franklin City Public Schools,Economically Disadvantaged,63,1,1.6,31,22,5,1,3,4,27
2022,DIV,Franklin City Public Schools,Female,38,1,2.6,20,12,4,0,1,1,16
2022,DIV,Franklin City Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin City Public Schools,Male,43,3,7,23,12,2,1,2,3,14
2022,DIV,Franklin City Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin City Public Schools,Students with Disabilities,14,1,7.1,1,5,6,0,1,1,11
2022,DIV,Franklin City Public Schools,White,10,1,10,7,1,1,0,0,0,2
2022,DIV,Franklin County Public Schools,All Students,489,42,8.6,193,237,12,1,4,5,249
2022,DIV,Franklin County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin County Public Schools,Black,39,4,10.3,12,20,0,1,2,3,20
2022,DIV,Franklin County Public Schools,Economically Disadvantaged,199,18,9,56,115,6,0,4,4,121
2022,DIV,Franklin County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Franklin County Public Schools,Female,238,19,8,115,98,4,0,2,2,102
2022,DIV,Franklin County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin County Public Schools,Hispanic,28,5,17.9,8,13,2,0,0,0,15
2022,DIV,Franklin County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Franklin County Public Schools,Male,251,23,9.2,78,139,8,1,2,3,147
2022,DIV,Franklin County Public Schools,Military Connected,<,<,<,<,<,<,<,<,<,<
2022,DIV,Franklin County Public Schools,Multiple Races,38,4,10.5,8,24,2,0,0,0,26
2022,DIV,Franklin County Public Schools,Students with Disabilities,77,16,20.8,2,46,12,1,0,1,58
2022,DIV,Franklin County Public Schools,White,381,29,7.6,163,179,8,0,2,2,187
2022,DIV,Frederick County Public Schools,All Students,1091,46,4.2,488,517,14,4,22,26,531
2022,DIV,Frederick County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Frederick County Public Schools,Asian,15,0,0,10,5,0,0,0,0,5
2022,DIV,Frederick County Public Schools,Black,50,4,8,6,34,3,0,3,3,37
2022,DIV,Frederick County Public Schools,Economically Disadvantaged,346,21,6.1,86,210,6,3,20,23,216
2022,DIV,Frederick County Public Schools,English Learners,62,10,16.1,7,37,2,0,6,6,39
2022,DIV,Frederick County Public Schools,Female,528,18,3.4,270,228,4,1,7,8,232
2022,DIV,Frederick County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Frederick County Public Schools,Hispanic,228,18,7.9,74,117,4,1,14,15,121
2022,DIV,Frederick County Public Schools,Homeless,18,3,16.7,3,9,0,1,2,3,9
2022,DIV,Frederick County Public Schools,Male,563,28,5,218,289,10,3,15,18,299
2022,DIV,Frederick County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Frederick County Public Schools,Multiple Races,48,2,4.2,22,23,0,1,0,1,23
2022,DIV,Frederick County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Frederick County Public Schools,Students with Disabilities,113,4,3.5,3,91,14,1,0,1,105
2022,DIV,Frederick County Public Schools,White,746,22,2.9,374,336,7,2,5,7,343
2022,DIV,Fredericksburg City Public Schools,All Students,270,36,13.3,117,94,8,1,14,15,102
2022,DIV,Fredericksburg City Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fredericksburg City Public Schools,Asian,13,1,7.7,6,6,0,0,0,0,6
2022,DIV,Fredericksburg City Public Schools,Black,82,4,4.9,28,42,2,0,6,6,44
2022,DIV,Fredericksburg City Public Schools,Economically Disadvantaged,116,18,15.5,34,50,3,1,10,11,53
2022,DIV,Fredericksburg City Public Schools,English Learners,54,26,48.1,4,20,1,1,2,3,21
2022,DIV,Fredericksburg City Public Schools,Female,126,10,7.9,62,44,3,0,7,7,47
2022,DIV,Fredericksburg City Public Schools,Hispanic,74,25,33.8,20,22,2,1,4,5,24
2022,DIV,Fredericksburg City Public Schools,Homeless,12,2,16.7,1,5,1,0,3,3,6
2022,DIV,Fredericksburg City Public Schools,Male,144,26,18.1,55,50,5,1,7,8,55
2022,DIV,Fredericksburg City Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Fredericksburg City Public Schools,Multiple Races,15,3,20,10,1,0,0,1,1,1
2022,DIV,Fredericksburg City Public Schools,Students with Disabilities,27,2,7.4,1,14,8,0,2,2,22
2022,DIV,Fredericksburg City Public Schools,White,85,3,3.5,52,23,4,0,3,3,27
2022,DIV,Galax City Public Schools,All Students,90,9,10,43,36,1,1,0,1,37
2022,DIV,Galax City Public Schools,Black,<,<,<,<,<,<,<,<,<,<
2022,DIV,Galax City Public Schools,Economically Disadvantaged,46,8,17.4,14,23,0,1,0,1,23
2022,DIV,Galax City Public Schools,English Learners,17,5,29.4,2,10,0,0,0,0,10
2022,DIV,Galax City Public Schools,Female,49,6,12.2,30,13,0,0,0,0,13
2022,DIV,Galax City Public Schools,Hispanic,36,7,19.4,12,16,1,0,0,0,17
