"On-time Graduation Rate"
10/26/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2019,DIV,"King and Queen County Public Schools","All Students",44,41,93.2,42,95.5
2019,DIV,"King and Queen County Public Schools",Black,22,22,100,22,100
2019,DIV,"King and Queen County Public Schools","Economically Disadvantaged",29,28,96.6,28,96.6
2019,DIV,"King and Queen County Public Schools",Female,22,22,100,22,100
2019,DIV,"King and Queen County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"King and Queen County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"King and Queen County Public Schools",Male,22,19,86.4,20,90.9
2019,DIV,"King and Queen County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"King and Queen County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"King and Queen County Public Schools","Students with Disabilities",<,<,100,<,100
2019,DIV,"King and Queen County Public Schools",White,16,14,87.5,14,87.5
2019,DIV,"Lancaster County Public Schools","All Students",93,85,91.4,86,92.5
2019,DIV,"Lancaster County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Lancaster County Public Schools",Black,43,40,93,40,93
2019,DIV,"Lancaster County Public Schools","Economically Disadvantaged",55,48,87.3,49,89.1
2019,DIV,"Lancaster County Public Schools",Female,45,41,91.1,42,93.3
2019,DIV,"Lancaster County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Lancaster County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Lancaster County Public Schools",Male,48,44,91.7,44,91.7
2019,DIV,"Lancaster County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Lancaster County Public Schools","Students with Disabilities",13,11,84.6,11,84.6
2019,DIV,"Lancaster County Public Schools",White,40,35,87.5,36,90
2019,DIV,"Lee County Public Schools","All Students",244,214,87.7,220,90.2
2019,DIV,"Lee County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Lee County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Lee County Public Schools","Economically Disadvantaged",124,98,79,103,83.1
2019,DIV,"Lee County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Lee County Public Schools",Female,108,98,90.7,99,91.7
2019,DIV,"Lee County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Lee County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Lee County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Lee County Public Schools",Male,136,116,85.3,121,89
2019,DIV,"Lee County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Lee County Public Schools","Students with Disabilities",39,31,79.5,32,82.1
2019,DIV,"Lee County Public Schools",White,236,206,87.3,212,89.8
2019,DIV,"Lexington City Public Schools","All Students",<,<,<,<,<
2019,DIV,"Lexington City Public Schools","Economically Disadvantaged",<,<,<,<,<
2019,DIV,"Lexington City Public Schools",Male,<,<,<,<,<
2019,DIV,"Lexington City Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Lexington City Public Schools",White,<,<,<,<,<
2019,DIV,"Loudoun County Public Schools","All Students",6466,6263,96.9,6292,97.3
2019,DIV,"Loudoun County Public Schools","American Indian",21,19,90.5,19,90.5
2019,DIV,"Loudoun County Public Schools",Asian,1160,1154,99.5,1154,99.5
2019,DIV,"Loudoun County Public Schools",Black,460,446,97,447,97.2
2019,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1229,1115,90.7,1125,91.5
2019,DIV,"Loudoun County Public Schools","English Learners",579,462,79.8,465,80.3
2019,DIV,"Loudoun County Public Schools",Female,3165,3086,97.5,3094,97.8
2019,DIV,"Loudoun County Public Schools","Foster Care",11,9,81.8,9,81.8
2019,DIV,"Loudoun County Public Schools",Hispanic,1194,1058,88.6,1068,89.4
2019,DIV,"Loudoun County Public Schools",Homeless,156,95,60.9,98,62.8
2019,DIV,"Loudoun County Public Schools",Male,3301,3177,96.2,3198,96.9
2019,DIV,"Loudoun County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Loudoun County Public Schools","Multiple Races",313,307,98.1,311,99.4
2019,DIV,"Loudoun County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Loudoun County Public Schools","Students with Disabilities",733,701,95.6,708,96.6
2019,DIV,"Loudoun County Public Schools",White,3311,3272,98.8,3286,99.2
2019,DIV,"Louisa County Public Schools","All Students",366,343,93.7,351,95.9
2019,DIV,"Louisa County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Louisa County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Louisa County Public Schools",Black,60,56,93.3,56,93.3
2019,DIV,"Louisa County Public Schools","Economically Disadvantaged",158,142,89.9,147,93
2019,DIV,"Louisa County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Louisa County Public Schools",Female,175,161,92,166,94.9
2019,DIV,"Louisa County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Louisa County Public Schools",Hispanic,19,18,94.7,18,94.7
2019,DIV,"Louisa County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Louisa County Public Schools",Male,191,182,95.3,185,96.9
2019,DIV,"Louisa County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Louisa County Public Schools","Multiple Races",25,23,92,24,96
2019,DIV,"Louisa County Public Schools","Students with Disabilities",69,63,91.3,64,92.8
2019,DIV,"Louisa County Public Schools",White,259,243,93.8,250,96.5
2019,DIV,"Lunenburg County Public Schools","All Students",103,89,86.4,93,90.3
2019,DIV,"Lunenburg County Public Schools",Black,45,41,91.1,42,93.3
2019,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",51,45,88.2,47,92.2
2019,DIV,"Lunenburg County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Lunenburg County Public Schools",Female,45,40,88.9,41,91.1
2019,DIV,"Lunenburg County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Lunenburg County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Lunenburg County Public Schools",Male,58,49,84.5,52,89.7
2019,DIV,"Lunenburg County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Lunenburg County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Lunenburg County Public Schools","Students with Disabilities",19,15,78.9,15,78.9
2019,DIV,"Lunenburg County Public Schools",White,54,47,87,49,90.7
2019,DIV,"Lynchburg City Public Schools","All Students",620,527,85,538,86.8
2019,DIV,"Lynchburg City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Lynchburg City Public Schools",Asian,10,10,100,10,100
2019,DIV,"Lynchburg City Public Schools",Black,289,243,84.1,248,85.8
2019,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",345,286,82.9,291,84.3
2019,DIV,"Lynchburg City Public Schools","English Learners",20,12,60,12,60
2019,DIV,"Lynchburg City Public Schools",Female,300,266,88.7,270,90
2019,DIV,"Lynchburg City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Lynchburg City Public Schools",Hispanic,47,29,61.7,29,61.7
2019,DIV,"Lynchburg City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Lynchburg City Public Schools",Male,320,261,81.6,268,83.8
2019,DIV,"Lynchburg City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Lynchburg City Public Schools","Multiple Races",42,35,83.3,37,88.1
2019,DIV,"Lynchburg City Public Schools","Students with Disabilities",74,55,74.3,57,77
2019,DIV,"Lynchburg City Public Schools",White,229,207,90.4,211,92.1
2019,DIV,"Madison County Public Schools","All Students",151,143,94.7,147,97.4
2019,DIV,"Madison County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Madison County Public Schools",Black,16,13,81.3,13,81.3
2019,DIV,"Madison County Public Schools","Economically Disadvantaged",55,53,96.4,54,98.2
2019,DIV,"Madison County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Madison County Public Schools",Female,68,65,95.6,67,98.5
2019,DIV,"Madison County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Madison County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Madison County Public Schools",Male,83,78,94,80,96.4
2019,DIV,"Madison County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Madison County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Madison County Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Madison County Public Schools",White,123,119,96.7,122,99.2
2019,DIV,"Manassas City Public Schools","All Students",576,447,77.6,458,79.5
2019,DIV,"Manassas City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Manassas City Public Schools",Asian,18,18,100,18,100
2019,DIV,"Manassas City Public Schools",Black,54,45,83.3,45,83.3
2019,DIV,"Manassas City Public Schools","Economically Disadvantaged",287,218,76,226,78.7
2019,DIV,"Manassas City Public Schools","English Learners",199,119,59.8,119,59.8
2019,DIV,"Manassas City Public Schools",Female,262,219,83.6,220,84
2019,DIV,"Manassas City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Manassas City Public Schools",Hispanic,388,283,72.9,291,75
2019,DIV,"Manassas City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Manassas City Public Schools",Male,314,228,72.6,238,75.8
2019,DIV,"Manassas City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Manassas City Public Schools","Multiple Races",22,19,86.4,19,86.4
2019,DIV,"Manassas City Public Schools","Students with Disabilities",74,54,73,54,73
2019,DIV,"Manassas City Public Schools",White,90,80,88.9,83,92.2
2019,DIV,"Manassas Park City Public Schools","All Students",310,263,84.8,266,85.8
2019,DIV,"Manassas Park City Public Schools",Asian,19,19,100,19,100
2019,DIV,"Manassas Park City Public Schools",Black,31,30,96.8,30,96.8
2019,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",183,157,85.8,159,86.9
2019,DIV,"Manassas Park City Public Schools","English Learners",119,81,68.1,83,69.7
2019,DIV,"Manassas Park City Public Schools",Female,138,123,89.1,124,89.9
2019,DIV,"Manassas Park City Public Schools",Hispanic,198,157,79.3,160,80.8
2019,DIV,"Manassas Park City Public Schools",Male,172,140,81.4,142,82.6
2019,DIV,"Manassas Park City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Manassas Park City Public Schools","Multiple Races",12,10,83.3,10,83.3
2019,DIV,"Manassas Park City Public Schools","Students with Disabilities",26,24,92.3,24,92.3
2019,DIV,"Manassas Park City Public Schools",White,50,47,94,47,94
2019,DIV,"Martinsville City Public Schools","All Students",130,123,94.6,124,95.4
2019,DIV,"Martinsville City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Martinsville City Public Schools",Black,82,79,96.3,79,96.3
2019,DIV,"Martinsville City Public Schools","Economically Disadvantaged",80,77,96.3,77,96.3
2019,DIV,"Martinsville City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Martinsville City Public Schools",Female,67,65,97,65,97
2019,DIV,"Martinsville City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Martinsville City Public Schools",Hispanic,16,15,93.8,15,93.8
2019,DIV,"Martinsville City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Martinsville City Public Schools",Male,63,58,92.1,59,93.7
2019,DIV,"Martinsville City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Martinsville City Public Schools","Students with Disabilities",10,10,100,10,100
2019,DIV,"Martinsville City Public Schools",White,26,23,88.5,24,92.3
2019,DIV,"Mathews County Public Schools","All Students",110,104,94.5,105,95.5
2019,DIV,"Mathews County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Black,11,11,100,11,100
2019,DIV,"Mathews County Public Schools","Economically Disadvantaged",47,41,87.2,42,89.4
2019,DIV,"Mathews County Public Schools",Female,47,45,95.7,45,95.7
2019,DIV,"Mathews County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Male,63,59,93.7,60,95.2
2019,DIV,"Mathews County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Mathews County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Mathews County Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2019,DIV,"Mathews County Public Schools",White,91,86,94.5,87,95.6
2019,DIV,"Mecklenburg County Public Schools","All Students",317,291,91.8,291,91.8
2019,DIV,"Mecklenburg County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Black,153,143,93.5,143,93.5
2019,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",191,178,93.2,178,93.2
2019,DIV,"Mecklenburg County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Female,160,150,93.8,150,93.8
2019,DIV,"Mecklenburg County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Hispanic,12,11,91.7,11,91.7
2019,DIV,"Mecklenburg County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Male,157,141,89.8,141,89.8
2019,DIV,"Mecklenburg County Public Schools","Military Connected",<,<,<,<,<
2019,DIV,"Mecklenburg County Public Schools","Multiple Races",14,14,100,14,100
2019,DIV,"Mecklenburg County Public Schools","Students with Disabilities",39,35,89.7,35,89.7
2019,DIV,"Mecklenburg County Public Schools",White,135,120,88.9,120,88.9
2019,DIV,"Middlesex County Public Schools","All Students",93,86,92.5,86,92.5
2019,DIV,"Middlesex County Public Schools",Black,14,13,92.9,13,92.9
2019,DIV,"Middlesex County Public Schools","Economically Disadvantaged",38,33,86.8,33,86.8
2019,DIV,"Middlesex County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Middlesex County Public Schools",Female,42,40,95.2,40,95.2
2019,DIV,"Middlesex County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Middlesex County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Middlesex County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Middlesex County Public Schools",Male,51,46,90.2,46,90.2
2019,DIV,"Middlesex County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Middlesex County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Middlesex County Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2019,DIV,"Middlesex County Public Schools",White,71,66,93,66,93
2019,DIV,"Montgomery County Public Schools","All Students",685,646,94.3,653,95.3
2019,DIV,"Montgomery County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Montgomery County Public Schools",Asian,31,31,100,31,100
2019,DIV,"Montgomery County Public Schools",Black,30,26,86.7,27,90
2019,DIV,"Montgomery County Public Schools","Economically Disadvantaged",228,197,86.4,204,89.5
2019,DIV,"Montgomery County Public Schools","English Learners",28,22,78.6,22,78.6
2019,DIV,"Montgomery County Public Schools",Female,319,306,95.9,309,96.9
2019,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Montgomery County Public Schools",Hispanic,47,38,80.9,38,80.9
2019,DIV,"Montgomery County Public Schools",Homeless,12,7,58.3,7,58.3
2019,DIV,"Montgomery County Public Schools",Male,366,340,92.9,344,94
2019,DIV,"Montgomery County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Montgomery County Public Schools","Multiple Races",28,26,92.9,26,92.9
2019,DIV,"Montgomery County Public Schools","Students with Disabilities",50,45,90,46,92
2019,DIV,"Montgomery County Public Schools",White,548,524,95.6,530,96.7
2019,DIV,"Nelson County Public Schools","All Students",146,129,88.4,139,95.2
2019,DIV,"Nelson County Public Schools",Black,20,18,90,18,90
2019,DIV,"Nelson County Public Schools","Economically Disadvantaged",82,71,86.6,77,93.9
2019,DIV,"Nelson County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Nelson County Public Schools",Female,57,54,94.7,57,100
2019,DIV,"Nelson County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Nelson County Public Schools",Hispanic,10,8,80,9,90
2019,DIV,"Nelson County Public Schools",Male,89,75,84.3,82,92.1
2019,DIV,"Nelson County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Nelson County Public Schools","Students with Disabilities",21,16,76.2,19,90.5
2019,DIV,"Nelson County Public Schools",White,109,98,89.9,107,98.2
2019,DIV,"New Kent County Public Schools","All Students",232,216,93.1,222,95.7
2019,DIV,"New Kent County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Asian,<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Black,30,29,96.7,30,100
2019,DIV,"New Kent County Public Schools","Economically Disadvantaged",56,46,82.1,50,89.3
2019,DIV,"New Kent County Public Schools",Female,116,111,95.7,112,96.6
2019,DIV,"New Kent County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"New Kent County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"New Kent County Public Schools",Male,116,105,90.5,110,94.8
2019,DIV,"New Kent County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"New Kent County Public Schools","Multiple Races",10,9,90,10,100
2019,DIV,"New Kent County Public Schools","Students with Disabilities",28,25,89.3,27,96.4
2019,DIV,"New Kent County Public Schools",White,176,163,92.6,167,94.9
2019,DIV,"Newport News City Public Schools","All Students",1843,1742,94.5,1787,97
2019,DIV,"Newport News City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Newport News City Public Schools",Asian,55,54,98.2,54,98.2
2019,DIV,"Newport News City Public Schools",Black,1010,957,94.8,982,97.2
2019,DIV,"Newport News City Public Schools","Economically Disadvantaged",883,847,95.9,861,97.5
2019,DIV,"Newport News City Public Schools","English Learners",79,64,81,64,81
2019,DIV,"Newport News City Public Schools",Female,937,899,95.9,912,97.3
2019,DIV,"Newport News City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Newport News City Public Schools",Hispanic,243,219,90.1,225,92.6
2019,DIV,"Newport News City Public Schools",Homeless,30,26,86.7,26,86.7
2019,DIV,"Newport News City Public Schools",Male,906,843,93,875,96.6
2019,DIV,"Newport News City Public Schools","Military Connected",128,123,96.1,126,98.4
2019,DIV,"Newport News City Public Schools","Multiple Races",61,56,91.8,58,95.1
2019,DIV,"Newport News City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Newport News City Public Schools","Students with Disabilities",233,219,94,222,95.3
2019,DIV,"Newport News City Public Schools",White,464,446,96.1,458,98.7
2019,DIV,"Norfolk City Public Schools","All Students",1907,1660,87,1710,89.7
2019,DIV,"Norfolk City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Norfolk City Public Schools",Asian,67,66,98.5,67,100
2019,DIV,"Norfolk City Public Schools",Black,1085,931,85.8,961,88.6
2019,DIV,"Norfolk City Public Schools","Economically Disadvantaged",1096,975,89,997,91
2019,DIV,"Norfolk City Public Schools","English Learners",88,52,59.1,52,59.1
2019,DIV,"Norfolk City Public Schools",Female,973,868,89.2,885,91
2019,DIV,"Norfolk City Public Schools","Foster Care",11,10,90.9,10,90.9
2019,DIV,"Norfolk City Public Schools",Hispanic,179,136,76,139,77.7
2019,DIV,"Norfolk City Public Schools",Homeless,32,24,75,24,75
2019,DIV,"Norfolk City Public Schools",Male,934,792,84.8,825,88.3
2019,DIV,"Norfolk City Public Schools","Military Connected",229,219,95.6,226,98.7
2019,DIV,"Norfolk City Public Schools","Multiple Races",125,108,86.4,115,92
2019,DIV,"Norfolk City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Norfolk City Public Schools","Students with Disabilities",261,233,89.3,236,90.4
2019,DIV,"Norfolk City Public Schools",White,438,406,92.7,415,94.7
2019,DIV,"Northampton County Public Schools","All Students",105,94,89.5,98,93.3
2019,DIV,"Northampton County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Northampton County Public Schools",Black,52,45,86.5,48,92.3
2019,DIV,"Northampton County Public Schools","Economically Disadvantaged",82,71,86.6,75,91.5
2019,DIV,"Northampton County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Northampton County Public Schools",Female,48,45,93.8,45,93.8
2019,DIV,"Northampton County Public Schools",Hispanic,25,21,84,22,88
2019,DIV,"Northampton County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Northampton County Public Schools",Male,57,49,86,53,93
2019,DIV,"Northampton County Public Schools",Migrant,<,<,100,<,100
2019,DIV,"Northampton County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Northampton County Public Schools","Students with Disabilities",14,8,57.1,12,85.7
2019,DIV,"Northampton County Public Schools",White,25,25,100,25,100
2019,DIV,"Northumberland County Public Schools","All Students",109,106,97.2,106,97.2
2019,DIV,"Northumberland County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Black,45,43,95.6,43,95.6
2019,DIV,"Northumberland County Public Schools","Economically Disadvantaged",50,48,96,48,96
2019,DIV,"Northumberland County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Female,51,51,100,51,100
2019,DIV,"Northumberland County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Male,58,55,94.8,55,94.8
2019,DIV,"Northumberland County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools","Students with Disabilities",27,26,96.3,26,96.3
2019,DIV,"Northumberland County Public Schools",White,56,55,98.2,55,98.2
2019,DIV,"Norton City Public Schools","All Students",50,50,100,50,100
2019,DIV,"Norton City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Black,<,<,100,<,100
2019,DIV,"Norton City Public Schools","Economically Disadvantaged",35,35,100,35,100
2019,DIV,"Norton City Public Schools",Female,20,20,100,20,100
2019,DIV,"Norton City Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Norton City Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Male,30,30,100,30,100
2019,DIV,"Norton City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Norton City Public Schools","Students with Disabilities",<,<,100,<,100
2019,DIV,"Norton City Public Schools",White,37,37,100,37,100
2019,DIV,"Nottoway County Public Schools","All Students",150,135,90,135,90
2019,DIV,"Nottoway County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Black,65,59,90.8,59,90.8
2019,DIV,"Nottoway County Public Schools","Economically Disadvantaged",88,77,87.5,77,87.5
2019,DIV,"Nottoway County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Female,75,74,98.7,74,98.7
2019,DIV,"Nottoway County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Nottoway County Public Schools",Male,75,61,81.3,61,81.3
2019,DIV,"Nottoway County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Nottoway County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools","Students with Disabilities",17,15,88.2,15,88.2
2019,DIV,"Nottoway County Public Schools",White,70,66,94.3,66,94.3
2019,DIV,"Orange County Public Schools","All Students",402,382,95,391,97.3
2019,DIV,"Orange County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Orange County Public Schools",Black,54,52,96.3,53,98.1
2019,DIV,"Orange County Public Schools","Economically Disadvantaged",169,154,91.1,161,95.3
2019,DIV,"Orange County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Orange County Public Schools",Female,192,184,95.8,188,97.9
2019,DIV,"Orange County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Orange County Public Schools",Hispanic,43,39,90.7,40,93
2019,DIV,"Orange County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Orange County Public Schools",Male,210,198,94.3,203,96.7
2019,DIV,"Orange County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Orange County Public Schools","Multiple Races",29,25,86.2,27,93.1
2019,DIV,"Orange County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Orange County Public Schools","Students with Disabilities",32,30,93.8,30,93.8
2019,DIV,"Orange County Public Schools",White,270,260,96.3,265,98.1
2019,DIV,"Page County Public Schools","All Students",263,260,98.9,261,99.2
2019,DIV,"Page County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Page County Public Schools",Black,<,<,100,<,100
2019,DIV,"Page County Public Schools","Economically Disadvantaged",148,146,98.6,147,99.3
2019,DIV,"Page County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Page County Public Schools",Female,119,119,100,119,100
2019,DIV,"Page County Public Schools",Hispanic,14,13,92.9,13,92.9
2019,DIV,"Page County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Page County Public Schools",Male,144,141,97.9,142,98.6
2019,DIV,"Page County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Page County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Page County Public Schools","Students with Disabilities",12,12,100,12,100
2019,DIV,"Page County Public Schools",White,238,236,99.2,237,99.6
2019,DIV,"Patrick County Public Schools","All Students",152,141,92.8,146,96.1
2019,DIV,"Patrick County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Patrick County Public Schools",Black,10,10,100,10,100
2019,DIV,"Patrick County Public Schools","Economically Disadvantaged",74,70,94.6,72,97.3
2019,DIV,"Patrick County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Patrick County Public Schools",Female,72,69,95.8,71,98.6
2019,DIV,"Patrick County Public Schools",Hispanic,15,12,80,13,86.7
2019,DIV,"Patrick County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Patrick County Public Schools",Male,80,72,90,75,93.8
2019,DIV,"Patrick County Public Schools","Military Connected",<,<,<,<,<
2019,DIV,"Patrick County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Patrick County Public Schools","Students with Disabilities",16,16,100,16,100
2019,DIV,"Patrick County Public Schools",White,117,110,94,114,97.4
2019,DIV,"Petersburg City Public Schools","All Students",275,238,86.5,239,86.9
2019,DIV,"Petersburg City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Black,245,219,89.4,219,89.4
2019,DIV,"Petersburg City Public Schools","Economically Disadvantaged",204,178,87.3,178,87.3
2019,DIV,"Petersburg City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Petersburg City Public Schools",Female,141,127,90.1,127,90.1
2019,DIV,"Petersburg City Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Hispanic,15,9,60,9,60
2019,DIV,"Petersburg City Public Schools",Homeless,26,20,76.9,20,76.9
2019,DIV,"Petersburg City Public Schools",Male,134,111,82.8,112,83.6
2019,DIV,"Petersburg City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Petersburg City Public Schools","Students with Disabilities",39,37,94.9,37,94.9
2019,DIV,"Petersburg City Public Schools",White,11,7,63.6,8,72.7
2019,DIV,"Pittsylvania County Public Schools","All Students",736,657,89.3,659,89.5
2019,DIV,"Pittsylvania County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Pittsylvania County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools",Black,170,156,91.8,156,91.8
2019,DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",413,350,84.7,352,85.2
2019,DIV,"Pittsylvania County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Pittsylvania County Public Schools",Female,350,319,91.1,319,91.1
2019,DIV,"Pittsylvania County Public Schools","Foster Care",<,<,<,<,<
