School Year,Division Number,Division Name,School Number,School Name,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2022-2023,130,Waynesboro City,650,Berkeley Glenn Elementary ,Y,164,,164
2022-2023,130,Waynesboro City,640,Kate Collins Middle ,N,237,,237
2022-2023,130,Waynesboro City,640,Kate Collins Middle ,Y,407,,407
2022-2023,130,Waynesboro City,620,Wayne Hills Center,N,81,,81
2022-2023,130,Waynesboro City,620,Wayne Hills Center,Y,104,,104
2022-2023,130,Waynesboro City,600,Waynesboro High ,N,344,<,345
2022-2023,130,Waynesboro City,600,Waynesboro High ,Y,562,,562
2022-2023,130,Waynesboro City,580,Wenonah Elementary ,N,31,,31
2022-2023,130,Waynesboro City,580,Wenonah Elementary ,Y,192,,192
2022-2023,130,Waynesboro City,630,Westwood Hills Elementary ,N,150,,150
2022-2023,130,Waynesboro City,630,Westwood Hills Elementary ,Y,234,,234
2022-2023,130,Waynesboro City,751,William Perry Elementary ,N,118,,118
2022-2023,130,Waynesboro City,751,William Perry Elementary ,Y,328,,328
2023-2024,2,Albemarle County,160,Agnor-Hurt Elementary,N,265,,265
2023-2024,2,Albemarle County,160,Agnor-Hurt Elementary,Y,209,,209
2023-2024,2,Albemarle County,880,Albemarle High,N,"1,340",<,"1,346"
2023-2024,2,Albemarle County,880,Albemarle High,Y,673,,673
2023-2024,2,Albemarle County,1053,Baker-Butler Elem,N,523,,523
2023-2024,2,Albemarle County,1053,Baker-Butler Elem,Y,212,,212
2023-2024,2,Albemarle County,100,Broadus Wood Elementary,N,233,,233
2023-2024,2,Albemarle County,100,Broadus Wood Elementary,Y,51,,51
2023-2024,2,Albemarle County,941,Brownsville Elementary,N,471,,471
2023-2024,2,Albemarle County,941,Brownsville Elementary,Y,101,,101
2023-2024,2,Albemarle County,890,Community Lab School,N,169,,169
2023-2024,2,Albemarle County,890,Community Lab School,Y,10,,10
2023-2024,2,Albemarle County,340,Crozet Elementary,N,467,,467
2023-2024,2,Albemarle County,340,Crozet Elementary,Y,78,,78
2023-2024,2,Albemarle County,10,Hollymead Elementary,N,285,,285
2023-2024,2,Albemarle County,10,Hollymead Elementary,Y,62,,62
2023-2024,2,Albemarle County,250,Ivy Elementary,N,316,,316
2023-2024,2,Albemarle County,250,Ivy Elementary,Y,36,,36
2023-2024,2,Albemarle County,69,Jackson P. Burley Middle,N,301,,301
2023-2024,2,Albemarle County,69,Jackson P. Burley Middle,Y,251,,251
2023-2024,2,Albemarle County,942,Joseph T. Henley Middle,N,692,,692
2023-2024,2,Albemarle County,942,Joseph T. Henley Middle,Y,112,,112
2023-2024,2,Albemarle County,950,Journey Middle,N,311,,311
2023-2024,2,Albemarle County,950,Journey Middle,Y,297,,297
2023-2024,2,Albemarle County,1051,Lakeside Middle,N,396,,396
2023-2024,2,Albemarle County,1051,Lakeside Middle,Y,124,,124
2023-2024,2,Albemarle County,20,Leslie H. Walton Middle,N,202,<,203
2023-2024,2,Albemarle County,20,Leslie H. Walton Middle,Y,127,,127
2023-2024,2,Albemarle County,40,Mary Carr Greer Elementary,N,227,,227
2023-2024,2,Albemarle County,40,Mary Carr Greer Elementary,Y,269,,269
2023-2024,2,Albemarle County,1052,Monticello High,N,771,<,775
2023-2024,2,Albemarle County,1052,Monticello High,Y,435,<,436
2023-2024,2,Albemarle County,150,Mountain View Elementary,N,450,,450
2023-2024,2,Albemarle County,150,Mountain View Elementary,Y,306,,306
2023-2024,2,Albemarle County,540,Red Hill Elementary,N,106,,106
2023-2024,2,Albemarle County,540,Red Hill Elementary,Y,90,,90
2023-2024,2,Albemarle County,30,Scottsville Elementary,N,114,,114
2023-2024,2,Albemarle County,30,Scottsville Elementary,Y,97,,97
2023-2024,2,Albemarle County,920,Stone Robinson Elementary,N,346,,346
2023-2024,2,Albemarle County,920,Stone Robinson Elementary,Y,142,,142
2023-2024,2,Albemarle County,240,Stony Point Elementary,N,137,,137
2023-2024,2,Albemarle County,240,Stony Point Elementary,Y,51,,51
2023-2024,2,Albemarle County,910,Virginia L. Murray Elementary,N,251,,251
2023-2024,2,Albemarle County,910,Virginia L. Murray Elementary,Y,26,,26
2023-2024,2,Albemarle County,140,Western Albemarle High,N,"1,016",<,"1,018"
2023-2024,2,Albemarle County,140,Western Albemarle High,Y,148,,148
2023-2024,2,Albemarle County,930,Woodbrook Elementary,N,236,,236
2023-2024,2,Albemarle County,930,Woodbrook Elementary,Y,289,,289
2023-2024,8,Augusta County,212,Beverley Manor Middle,N,380,,380
2023-2024,8,Augusta County,212,Beverley Manor Middle,Y,232,,232
2023-2024,8,Augusta County,660,Buffalo Gap High,N,249,,249
2023-2024,8,Augusta County,660,Buffalo Gap High,Y,167,,167
2023-2024,8,Augusta County,30,Cassell Elementary,N,344,,344
2023-2024,8,Augusta County,30,Cassell Elementary,Y,295,,295
2023-2024,8,Augusta County,140,Churchville Elementary,N,258,,258
2023-2024,8,Augusta County,140,Churchville Elementary,Y,191,,191
2023-2024,8,Augusta County,370,Craigsville Elementary,N,45,,45
2023-2024,8,Augusta County,370,Craigsville Elementary,Y,83,,83
2023-2024,8,Augusta County,842,Edward G. Clymore Elementary,N,450,,450
2023-2024,8,Augusta County,842,Edward G. Clymore Elementary,Y,326,,326
2023-2024,8,Augusta County,670,Fort Defiance High,N,417,<,418
2023-2024,8,Augusta County,670,Fort Defiance High,Y,320,,320
2023-2024,8,Augusta County,843,Guy K. Stump Elementary,N,274,,274
2023-2024,8,Augusta County,843,Guy K. Stump Elementary,Y,179,,179
2023-2024,8,Augusta County,40,North River Elementary,N,112,,112
2023-2024,8,Augusta County,40,North River Elementary,Y,125,,125
2023-2024,8,Augusta County,740,Riverheads Elementary,N,394,,394
2023-2024,8,Augusta County,740,Riverheads Elementary,Y,327,,327
2023-2024,8,Augusta County,680,Riverheads High,N,295,<,296
2023-2024,8,Augusta County,680,Riverheads High,Y,152,,152
2023-2024,8,Augusta County,90,S. Gordon Stewart Middle,N,294,,294
2023-2024,8,Augusta County,90,S. Gordon Stewart Middle,Y,222,,222
2023-2024,8,Augusta County,440,Stuarts Draft Elementary,N,333,,333
2023-2024,8,Augusta County,440,Stuarts Draft Elementary,Y,280,,280
2023-2024,8,Augusta County,730,Stuarts Draft High,N,421,<,422
2023-2024,8,Augusta County,730,Stuarts Draft High,Y,291,,291
2023-2024,8,Augusta County,60,Stuarts Draft Middle,N,306,,306
2023-2024,8,Augusta County,60,Stuarts Draft Middle,Y,198,,198
2023-2024,8,Augusta County,640,Wilson Elementary,N,348,,348
2023-2024,8,Augusta County,640,Wilson Elementary,Y,312,,312
2023-2024,8,Augusta County,720,Wilson Memorial High,N,553,<,555
2023-2024,8,Augusta County,720,Wilson Memorial High,Y,310,,310
2023-2024,8,Augusta County,844,Wilson Middle,N,390,,390
2023-2024,8,Augusta County,844,Wilson Middle,Y,266,,266
2023-2024,15,Buckingham County,724,Buckingham Co Elementary,N,134,,134
2023-2024,15,Buckingham County,724,Buckingham Co Elementary,Y,258,,258
2023-2024,15,Buckingham County,20,Buckingham Co Prekindergarten Center,N,47,,47
2023-2024,15,Buckingham County,20,Buckingham Co Prekindergarten Center,Y,61,,61
2023-2024,15,Buckingham County,723,Buckingham Co Primary,N,121,,121
2023-2024,15,Buckingham County,723,Buckingham Co Primary,Y,230,,230
2023-2024,15,Buckingham County,700,Buckingham County High,N,311,,311
2023-2024,15,Buckingham County,700,Buckingham County High,Y,374,,374
2023-2024,15,Buckingham County,721,Buckingham County Middle,N,170,,170
2023-2024,15,Buckingham County,721,Buckingham County Middle,Y,260,,260
2023-2024,104,Charlottesville City,100,Buford Middle,N,241,<,243
2023-2024,104,Charlottesville City,100,Buford Middle,Y,318,,318
2023-2024,104,Charlottesville City,70,Burnley-Moran Elementary,N,195,,195
2023-2024,104,Charlottesville City,70,Burnley-Moran Elementary,Y,90,,90
2023-2024,104,Charlottesville City,140,Charlottesville High,N,685,<,690
2023-2024,104,Charlottesville City,140,Charlottesville High,Y,720,<,721
2023-2024,104,Charlottesville City,50,Clark Elementary,N,<,,<
2023-2024,104,Charlottesville City,50,Clark Elementary,Y,306,,306
2023-2024,104,Charlottesville City,90,Greenbrier Elementary,Y,270,,270
2023-2024,104,Charlottesville City,120,Jackson-Via Elementary,N,<,,<
2023-2024,104,Charlottesville City,120,Jackson-Via Elementary,Y,350,,350
2023-2024,104,Charlottesville City,10,Johnson Elementary,N,<,,<
2023-2024,104,Charlottesville City,10,Johnson Elementary,Y,326,,326
2023-2024,104,Charlottesville City,40,Venable Elementary,N,198,,198
2023-2024,104,Charlottesville City,40,Venable Elementary,Y,124,,124
2023-2024,104,Charlottesville City,110,Walker Upper Elementary,N,304,<,307
2023-2024,104,Charlottesville City,110,Walker Upper Elementary,Y,300,,300
2023-2024,32,Fluvanna County,300,Carysbrook Elementary,N,294,,294
2023-2024,32,Fluvanna County,300,Carysbrook Elementary,Y,166,,166
2023-2024,32,Fluvanna County,310,Central Elementary,N,448,,448
2023-2024,32,Fluvanna County,310,Central Elementary,Y,296,,296
2023-2024,32,Fluvanna County,260,Fluvanna County High,N,930,,930
2023-2024,32,Fluvanna County,260,Fluvanna County High,Y,501,,501
2023-2024,32,Fluvanna County,320,Fluvanna Middle,N,470,,470
2023-2024,32,Fluvanna County,320,Fluvanna Middle,Y,267,,267
2023-2024,39,Greene County,20,Nathanael Greene Elementary,N,153,,153
2023-2024,39,Greene County,20,Nathanael Greene Elementary,Y,187,,187
2023-2024,39,Greene County,10,Nathanael Greene Primary,N,166,,166
2023-2024,39,Greene County,10,Nathanael Greene Primary,Y,205,,205
2023-2024,39,Greene County,30,Ruckersville Elementary,N,323,,323
2023-2024,39,Greene County,30,Ruckersville Elementary,Y,180,,180
2023-2024,39,Greene County,72,William Monroe High,N,593,,593
2023-2024,39,Greene County,72,William Monroe High,Y,386,,386
2023-2024,39,Greene County,71,William Monroe Middle,N,358,,358
2023-2024,39,Greene County,71,William Monroe Middle,Y,267,,267
2023-2024,54,Louisa County,660,Jouett Elementary,N,339,,339
2023-2024,54,Louisa County,660,Jouett Elementary,Y,305,,305
2023-2024,54,Louisa County,602,Louisa County High,N,953,,953
2023-2024,54,Louisa County,602,Louisa County High,Y,664,,664
2023-2024,54,Louisa County,601,Louisa County Middle,N,656,,656
2023-2024,54,Louisa County,601,Louisa County Middle,Y,512,,512
2023-2024,54,Louisa County,80,Moss-Nuckols Elementary,N,396,,396
2023-2024,54,Louisa County,80,Moss-Nuckols Elementary,Y,193,,193
2023-2024,54,Louisa County,610,Thomas Jefferson Elementary,N,297,,297
2023-2024,54,Louisa County,610,Thomas Jefferson Elementary,Y,351,,351
2023-2024,54,Louisa County,641,Trevilians Elementary,N,294,,294
2023-2024,54,Louisa County,641,Trevilians Elementary,Y,251,,251
2023-2024,56,Madison County,221,Madison County High,N,322,,322
2023-2024,56,Madison County,221,Madison County High,Y,216,<,217
2023-2024,56,Madison County,230,Madison Primary,N,187,,187
2023-2024,56,Madison County,230,Madison Primary,Y,193,<,194
2023-2024,56,Madison County,200,Waverly Yowell Elementary,N,185,,185
2023-2024,56,Madison County,200,Waverly Yowell Elementary,Y,161,,161
2023-2024,56,Madison County,222,William H. Wetsel Middle,N,242,,242
2023-2024,56,Madison County,222,William H. Wetsel Middle,Y,163,,163
2023-2024,62,Nelson County,710,Nelson County High,N,192,,192
2023-2024,62,Nelson County,710,Nelson County High,Y,293,,293
2023-2024,62,Nelson County,730,Nelson Middle,N,130,,130
2023-2024,62,Nelson County,730,Nelson Middle,Y,229,,229
2023-2024,62,Nelson County,10,Rockfish River Elementary,N,121,,121
2023-2024,62,Nelson County,10,Rockfish River Elementary,Y,171,,171
2023-2024,62,Nelson County,20,Tye River Elementary,N,128,,128
2023-2024,62,Nelson County,20,Tye River Elementary,Y,231,,231
2023-2024,68,Orange County,360,Gordon-Barbour Elementary,N,125,,125
2023-2024,68,Orange County,360,Gordon-Barbour Elementary,Y,219,,219
2023-2024,68,Orange County,70,Lightfoot Elementary,N,129,,129
2023-2024,68,Orange County,70,Lightfoot Elementary,Y,120,,120
2023-2024,68,Orange County,50,Locust Grove Elementary,N,299,,299
2023-2024,68,Orange County,50,Locust Grove Elementary,Y,219,,219
2023-2024,68,Orange County,471,Locust Grove Middle,N,425,,425
2023-2024,68,Orange County,471,Locust Grove Middle,Y,255,,255
2023-2024,68,Orange County,51,Locust Grove Primary,N,288,,288
2023-2024,68,Orange County,51,Locust Grove Primary,Y,196,,196
2023-2024,68,Orange County,330,Orange County High ,N,790,<,791
2023-2024,68,Orange County,330,Orange County High ,Y,673,,673
2023-2024,68,Orange County,370,Orange Elementary,N,253,,253
2023-2024,68,Orange County,370,Orange Elementary,Y,391,,391
2023-2024,68,Orange County,340,Prospect Heights Middle,N,200,,200
2023-2024,68,Orange County,340,Prospect Heights Middle,Y,248,,248
2023-2024,68,Orange County,350,Unionville Elementary,N,124,,124
2023-2024,68,Orange County,350,Unionville Elementary,Y,127,,127
2023-2024,126,Staunton City,40,Arthur R. Ware Elementary,N,192,,192
2023-2024,126,Staunton City,40,Arthur R. Ware Elementary,Y,178,,178
2023-2024,126,Staunton City,70,Bessie Weller Elementary,N,149,,149
2023-2024,126,Staunton City,70,Bessie Weller Elementary,Y,228,,228
2023-2024,126,Staunton City,110,Shelburne Middle,N,287,,287
2023-2024,126,Staunton City,110,Shelburne Middle,Y,302,,302
2023-2024,126,Staunton City,41,Staunton City School PreSchool Programs,N,57,,57
2023-2024,126,Staunton City,41,Staunton City School PreSchool Programs,Y,86,,86
2023-2024,126,Staunton City,30,Staunton High,N,459,,459
2023-2024,126,Staunton City,30,Staunton High,Y,331,,331
2023-2024,126,Staunton City,90,Thomas C. McSwain Elementary,N,242,,242
2023-2024,126,Staunton City,90,Thomas C. McSwain Elementary,Y,187,,187
2023-2024,130,Waynesboro City,650,Berkeley Glenn Elementary ,N,108,,108
2023-2024,130,Waynesboro City,650,Berkeley Glenn Elementary ,Y,149,,149
2023-2024,130,Waynesboro City,640,Kate Collins Middle ,N,278,,278
2023-2024,130,Waynesboro City,640,Kate Collins Middle ,Y,346,,346
2023-2024,130,Waynesboro City,620,Wayne Hills Center,N,77,,77
2023-2024,130,Waynesboro City,620,Wayne Hills Center,Y,118,,118
2023-2024,130,Waynesboro City,600,Waynesboro High ,N,462,,462
2023-2024,130,Waynesboro City,600,Waynesboro High ,Y,455,,455
2023-2024,130,Waynesboro City,580,Wenonah Elementary ,N,49,,49
2023-2024,130,Waynesboro City,580,Wenonah Elementary ,Y,165,,165
2023-2024,130,Waynesboro City,630,Westwood Hills Elementary ,N,186,,186
2023-2024,130,Waynesboro City,630,Westwood Hills Elementary ,Y,195,,195
2023-2024,130,Waynesboro City,751,William Perry Elementary ,N,151,,151
2023-2024,130,Waynesboro City,751,William Perry Elementary ,Y,321,,321
